ELTDEC_numero,ELTDEC_designation,FAM_code,FCT_numero,FCT_nature,FCT_designation,FCT_BE_resp,VAR_numero,VAR_type,VAR_argument_produit_1,VAR_argument_produit_2,VAR_prix_previ,VAR_masse_previ,SOL_numero,SOL_site_production,SOL_sce,SOL_appariement,ESO_numero,ESO_etat,ESO_num_appro,ESO_date_histo,ESO_num_PG,ESO_commonalite,ESO_commentaire,ESO_designation_PG,ESO_code_SH,ESO_fourn_pilote,ESO_type_concur,ESO_mas_prob,ESO_mas_recy,ESO_risque,ESO_ecart_mas1,ESO_ecart_mas2,ESO_potentiel,ESO_coef,ESO_design_dos_fct,ESO_BE_resp,ESO_indice_dos_fct,AFU_int_site,AFU_int_sce,AFU_int_validite,AFU_ext_site,AFU_ext_sce,AFU_ext_validite,ECO_statut,ECO_sol_ext,ECO_parallel_set_cod,ECO_commentaire,PIE_numero,PIE_designation,PIE_type,PIE_BE_resp,PIE_sce_gest,PIE_sce_colead,PIE_ldr_conception,PIE_Nis_pie_numero,PIE_unite,AFF_POI_site,AFF_POI_sce,AFF_POI_validite,AFF_POE_site,AFF_POE_sce,AFF_POE_validite,AFF_uti_SIGNE,AFF_uti_G2B,PIE_cod_RSE,PIE_vital_part,PIE_code_nature,PIE_code_techno,PIE_sct_ach,PIE_fournisseur,PIE_cod_fab,PIE_source,PIE_gest_MDS,PIE_prix_std,PIE_prix_hors_amort,PIE_inducteur1,PIE_inducteur2,PIE_creation_comment,PIE_gest_PPU,PIE_maj_PPU,PIEIND_indice,PIEIND_statut,PIEIND_Dernier_indice,PIEIND_Dernier_statut,PIEIND_marquage_pays,PIEIND_masse,PIEIND_type_masse,PIEIND_nuance_protection,PIEIND_epaisseur,PIEIND_typologie,DOCTECH_numero,DOCTECH_BE_resp,DOCTECH_type,DOCTECH_indice,DOCTECH_indice_mineur,DOCTECH_flag_nis
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F20794---,Fonction,ENJOLIVEUR DE DOUBLURE DE BAVOLET D,Renault,3,Projet,HHA SL BOSE BRESIL,,,,1,,0RDBA,,1,Valide," 	 ",19/10/2018,F20794/AA,,,ENJOLIVEUR 1 DE DOUBLURE DE BAVOLET D PARTIE AV,,,Fournisseur,,,,,,,1,,,,UAS,0RDBA,Officielle,,,,BE,,,," 	 768520961R",ENJOLIVEUR SEUIL PORTE,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," VAL,UAS",,---,,-,,,CCL  DESIGN  GMBH,NM,,Oui,,,Design - Montée en Gamme - Teintes,Version dérivée ou série limitée,,,,--A,BE,--A,BE,,0.13,Calculée,,,Plan et Num 3D obligatoires,2D0014475P,Renault,Plan,--A,2,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F21240---,Fonction,STRC ADAPTATION DETECTION COURTE DISTANCE,Renault,2,Projet,HHA BRESIL,,,,1,,0M000,,1,Valide," 	 ",16/07/2019,F21240/AA,,,SUPPORT D CAPTEUR EXT AIDE AU PARKING DE BOUCLIER AR,,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 253C60582R",SUPPORT D CAPTEUR EXT AIDE PK BCLR AR,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,R--,,-,320,,,6U,,Oui,,,Inducteurs Spécifiques,Pièce de responsabilité ingénierie partenaire,,,,--A,BE,--A,BE,,0.013,Calculée,,,Plan et Num 3D obligatoires,253C73360R,Renault,Plan,--A,5,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F21240---,Fonction,STRC ADAPTATION DETECTION COURTE DISTANCE,Renault,3,Projet,HHA INDIA ENPG01,,,,1,,0INDE,,1,Valide," 	 ",22/03/2016,F21240/AA,,,SUPPORT D CAPTEUR EXT AIDE AU PARKING DE BOUCLIER AR,,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 253C61983R",SUPPORT D CAPTEUR EXT AIDE PK BCLR AR,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,,-,320,,,HN,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--B,BE,--B,BE,,0.007,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0009740P,Renault,Plan,--B,4,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F12206---,Fonction,ELEMENT AERODYNAMIQUE AR,Renault,1,Projet,HHA BRESIL,,,,9,,1RDBA,,2,Valide," 	 ",28/09/2017,F12206/AC,,,DEFLECTEUR D LUNETTE AR,,,Fournisseur,,,,,,,1,,,,UAS,1RDBA,Officielle,,,,BE,,,," 	 960322746R",DEFLECTEUR LUNETTE AR D,PIE,Renault,0RDBA,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,1RDBA,Officielle,UAS,,---,,-,,,BELLS IND.COM.PLASTICOS E ME,YN,,Oui,,,Industrialisation - Capacitaire et Sourcings,Nouvelle industrialisation / Intégration locale,,,,--A,BE,--A,BE,,0.134,Calculée,,,Plan et Num 3D obligatoires,2DV876959R,Renault,Plan,--A,4,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F12206---,Fonction,ELEMENT AERODYNAMIQUE AR,Renault,2,Projet,HHA RUSSIE,,,,2,,0M000,,1,Valide," 	 ",13/07/2017,F12206/AB,,,BECQUET 1 AR,8708.29,,Couleur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 960302968R",BECQUET AR,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,,N,,,,2F,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,,2.984,Calculée,,,Plan et Num 3D obligatoires,2D0012075P,Renault,Plan,--A,3,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F12206---,Fonction,ELEMENT AERODYNAMIQUE AR,Renault,4,Projet,HHA INDIA 1TON,,,,2,,0INDE,,2,Valide," 	 ",16/11/2017,F12206/AC,,,DEFLECTEUR D LUNETTE AR,,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 960322454R",DEFLECTEUR LUNETTE AR D,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,,-,300,,,64,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--C,BE,--C,BE,,0.138,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0009663P,Renault,Plan,--G,10,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10290---,Fonction,ELEMENT AERODYNAMIQUE DE BOUCLIER AV,Renault,1,Projet,HHA RUSSIE,,,,1,,0M000,,2,Valide," 	 ",05/12/2014,F10290/AB,,,ELEMENT AERODYNAMIQUE G DE BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 622576545R",ELEMENT AERODYNAMIQUE G,PIE,Renault,0M000,XCP,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,,-,320,,EUROSTYLE SYSTEMS KLIN,RG,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,0.069,Pesée pièce série,,,Plan et Num 3D obligatoires,622576545R,Renault,Plan,--A,1,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10290---,Fonction,ELEMENT AERODYNAMIQUE DE BOUCLIER AV,Renault,2,Projet,HHA BRESIL,,,,2,,0RDBA,,2,Valide," 	 ",03/11/2016,F10290/AB,,,ELEMENT AERODYNAMIQUE G DE BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,,,,EXT,0RDBA,Officielle,BE,,,," 	 622571127R",ELEMENT AERODYNAMIQUE G,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,R--,,-,320,,,6D,,Oui,,,Inducteurs Spécifiques,Pièce de responsabilité ingénierie partenaire,,,,--B,BE,--B,BE,,0.071,Calculée,,,Plan et Num 3D obligatoires,622571127R,Renault,Plan,--B,6,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10451---,Fonction,OBTURATION D' ANNEAU DE REMORQUAGE SUR BOUCLIER AV,Renault,1,Projet,HHA RUSSIE,,,,1,,0M000,,1,Valide," 	 ",02/12/2014,F10451/AB,,,OBTURATEUR G D' ANNEAU DE REMORQUAGE AV,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 511803977R",TRAPPE ANNEAU REMORQUAGE AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,,-,,,EUROSTYLE SYSTEMS KLIN,N1,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,,0.01,Calculée,,,Plan et Num 3D obligatoires,511803977R,Renault,Plan,--B,4,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10451---,Fonction,OBTURATION D' ANNEAU DE REMORQUAGE SUR BOUCLIER AV,Renault,2,Projet,HHA BRESIL,,,,1,,0M000,,1,Valide," 	 ",02/12/2014,F10451/AB,,,OBTURATEUR G D' ANNEAU DE REMORQUAGE AV,,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 511805896R",TRAPPE ANNEAU REMORQUAGE AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,R--,,-,300,,,XH,,Oui,,,Inducteurs Spécifiques,Pièce de responsabilité ingénierie partenaire,,,,--A,BE,--A,BE,,0.01,Calculée,,,Plan et Num 3D obligatoires,511805896R,Renault,Plan,--B,5,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10451---,Fonction,OBTURATION D' ANNEAU DE REMORQUAGE SUR BOUCLIER AV,Renault,3,Projet,HHA INDIA ENPG01,,,,1,,0INDE,,1,Valide," 	 ",24/03/2016,F10451/AB,,,OBTURATEUR G D' ANNEAU DE REMORQUAGE AV,,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 511806210R",TRAPPE ANNEAU REMORQUAGE AV,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,,-,320,,,X4,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,0.01,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0009716P,Renault,Plan,--A,2,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10014---,Fonction,ADAPTATION DU BOUCLIER AVANT SUR VEHICULE,Renault,1,Projet,HHA RUSSIE,,,,1,,0M000,,1,Valide," 	 ",03/12/2014,F10014/AL,,,SUPPORT AV G DE BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,ORU,0M000,Officielle,,,,BE,,,," 	 622237490R",SUPPORT AV G BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,R--,,-,,,EUROSTYLE SYSTEMS KLIN,LP,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,,0.041,Calculée,,,Plan et Num 3D obligatoires,622237490R,Renault,Plan,---,3,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10377---,Fonction,GRILLE DE CALANDRE,Renault,2,Projet,HHA BRESIL,,,,1,,0M000,,1,Valide," 	 ",11/11/2014,F10377/AD,,,GRILLE DE CALANDRE,,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 623102076R",GRILLE CALANDRE,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,R--,,-,300,,,AA,,Oui,,,Inducteurs Spécifiques,Pièce de responsabilité ingénierie partenaire,,,,--A,BE,--A,BE,,0.915,Calculée,,,Plan et Num 3D obligatoires,623102076R,Renault,Plan,--B,4,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303---,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,2,Projet,HHA BRESIL,,,,3,,0RDBA,,3,Valide," 	 ",19/02/2019,F10303/AV,,,CONVERGENT INF G D' ENTREE AIR SUR BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,UAS,0RDBA,Officielle,,,,BE,,,," 	 628179152R",GUIDE AIR INF G BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle," UAS,EXT",,R--,,-,320,,SMP AUTOMOTIVE PROD AUTOM DO,TN,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,0.083,Calculée,,,Plan et Num 3D obligatoires,628179152R,Renault,Plan,---,3,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303---,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,2,Projet,HHA BRESIL,,,,3,,0RDBA,,4,Valide," 	 ",19/02/2019,F10303/BB,,,CONVERGENT SUP D' ENTREE AIR SUR BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,,,,EXT,0RDBA,Officielle,BE,,,," 	 628100619R",GUIDE AIR SUP BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,R--,,-,320,,,L8,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,0.707,Calculée,,,Plan et Num 3D obligatoires,628100619R,Renault,Plan,--B,4,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303---,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,2,Projet,HHA BRESIL,,,,3,,0RDBA,,6,Valide," 	 ",19/02/2019,F10303/AM,,,OBTURATEUR ENTREE AIR D BOUCLIER AV,8708.1,,Fournisseur,,,,,,,1,,,,,,,EXT,0RDBA,Officielle,BE,,,," 	 623120306R",OBTURATEUR ENTREE AIR D BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,R--,,-,320,,,FK,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--C,BE,--C,BE,,0.3,Calculée,,,Plan et Num 3D obligatoires,623120306R,Renault,Plan,--C,4,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303---,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,3,Projet,HHA RUSSIE DP8,,,,2,,0RDBA,,1,Valide," 	 ",19/07/2019,F10303/AU,,,CONVERGENT INF D D' ENTREE AIR SUR BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,ORU,0RDBA,Officielle,,,,BE,,,," 	 628164768R",GUIDE AIR INF D BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RQ-,,-,,,EUROSTYLE SYSTEMS KLIN,38,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,,0.086,Calculée,,,Plan et Num 3D obligatoires,628164768R,Renault,Plan,---,4,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303---,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,3,Projet,HHA RUSSIE DP8,,,,2,,0RDBA,,5,Valide," 	 ",19/07/2019,F10303/AW,,,CONVERGENT INF D' ENTREE AIR SUR BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,ORU,0RDBA,Officielle,,,,BE,,,," 	 628203886R",GUIDE AIR INF CTL BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RQ-,,-,,,EUROSTYLE SYSTEMS KLIN,R5,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,,0.178,Calculée,,,Plan et Num 3D obligatoires,628203886R,Renault,Plan,---,3,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303---,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,4,Projet,HHA ENPG01 K9K,,,,1,,0INDE,,1,Valide," 	 ",22/03/2016,F10303/AU,,,CONVERGENT INF D D' ENTREE AIR SUR BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 628168617R",GUIDE AIR INF D BOUCLIER AV,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,,-,320,,,PN,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,0.09,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0009668P,Renault,Plan,--A,2,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303---,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,4,Projet,HHA ENPG01 K9K,,,,1,,0INDE,,2,Valide," 	 ",22/03/2016,F10303/AV,,,CONVERGENT INF G D' ENTREE AIR SUR BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 628175865R",GUIDE AIR INF G BOUCLIER AV,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,,-,320,,,HM,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,0.097,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0009679P,Renault,Plan,--A,2,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303---,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,4,Projet,HHA ENPG01 K9K,,,,1,,0INDE,,4,Valide," 	 ",22/03/2016,F10303/BB,,,CONVERGENT SUP D' ENTREE AIR SUR BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 628109810R",GUIDE AIR SUP BOUCLIER AV,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,,-,320,,,26,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,0.891,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0009680P,Renault,Plan,--A,2,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303---,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,4,Projet,HHA ENPG01 K9K,,,,1,,0INDE,,5,Valide," 	 ",22/03/2016,F10303/AW,,,CONVERGENT INF D' ENTREE AIR SUR BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 628208834R",GUIDE AIR INF CTL BOUCLIER AV,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,,-,320,,,TR,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,0.174,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0009681P,Renault,Plan,--A,2,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10303---,Fonction,ENTREE D' AIR SUR BOUCLIER AVANT,Renault,5,Projet,HHA ENPG01 H4K,,,,1,,0INDE,,5,Valide," 	 ",07/09/2016,F10303/AW,,,CONVERGENT INF D' ENTREE AIR SUR BOUCLIER AV,,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 623127309R",OBTURATEUR ENTREE AIR D BOUCLIER AV,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,,-,320,,,3G,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,0.388,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0011798P,Renault,Plan,--A,2,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10473---,Fonction,PEAU DE BOUCLIER AV,Renault,2,Projet,HHA BRESIL,,,,1,,0M000,,1,Valide," 	 ",05/12/2014,F10473/AA,,,PEAU DE BOUCLIER AV,8708.1,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 620227287R",PEAU BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,R--,,-,320,,,7L,,Oui,,,Inducteurs Spécifiques,Pièce de responsabilité ingénierie partenaire,,,,--A,BE,--A,BE,,4.193,Calculée,,,Plan et Num 3D obligatoires,620227287R,Renault,Plan,--A,5,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10473---,Fonction,PEAU DE BOUCLIER AV,Renault,3,Projet," HHA INDIA ENPG01 E2, E3 & E4",,,,1,,0INDE,,1,Valide," 	 ",24/03/2016,F10473/AA,,,PEAU DE BOUCLIER AV,8708.1,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 620223527R",PEAU BOUCLIER AV,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",CHN,0INDE,Officielle,,,,CHN,,R--,,-,320,,,F0,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,4.189,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0009765P,Renault,Plan,--A,3,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10577---,Fonction,RESISTANCE AUX CHOCS SUR BOUCLIER AV,Renault,2,Projet,HHA BRESIL,,,,1,,0M000,,1,Valide," 	 ",31/10/2014,F10577/AD,,,ABSORBEUR DE BOUCLIER AV,8708.1,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 620900209R",ABSORBEUR BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,R--,,-,320,,,43,,Oui,,,Inducteurs Spécifiques,Pièce de responsabilité ingénierie partenaire,,,,--B,BE,--B,BE,,0.666,Calculée,,,Plan et Num 3D obligatoires,620900209R,Renault,Plan,--B,5,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10577---,Fonction,RESISTANCE AUX CHOCS SUR BOUCLIER AV,Renault,2,Projet,HHA BRESIL,,,,1,,0M000,,2,Valide," 	 ",31/10/2014,F10577/AG,,,ABSORBEUR INF DE BOUCLIER AV,8708.1,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 620924773R",ABSORBEUR INF BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,R--,,-,320,,,J4,620924918R,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--C,BE,--C,BE,,1.583,Calculée,,,Plan et Num 3D obligatoires,8201649127,Renault,Plan,--C,1,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10577---,Fonction,RESISTANCE AUX CHOCS SUR BOUCLIER AV,Renault,2,Projet,HHA BRESIL,,,,1,,0M000,,2,Valide," 	 ",31/10/2014,F10577/AG,,,ABSORBEUR INF DE BOUCLIER AV,8708.1,,Fournisseur,,,,,,,1,,,,,,,EXT,0M000,Officielle,BE,,,," 	 620924773R",ABSORBEUR INF BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,EXT,,R--,,-,320,,,J4,620924918R,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--C,BE,--C,BE,,1.583,Calculée,,,Plan et Num 3D obligatoires,620924773R,Renault,Plan,--C,6,Non partagé
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10577---,Fonction,RESISTANCE AUX CHOCS SUR BOUCLIER AV,Renault,3,Projet,HHA INDIA ENPG01,,,,1,,0INDE,,1,Valide," 	 ",24/03/2016,F10577/AD,,,ABSORBEUR DE BOUCLIER AV,8708.1,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 620905003R",ABSORBEUR BOUCLIER AV,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,,-,320,,,R8,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,0.645,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0009631P,Renault,Plan,--A,2,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10577---,Fonction,RESISTANCE AUX CHOCS SUR BOUCLIER AV,Renault,3,Projet,HHA INDIA ENPG01,,,,1,,0INDE,,2,Valide," 	 ",24/03/2016,F10577/AG,,,ABSORBEUR INF DE BOUCLIER AV,8708.1,,Fournisseur,,,,,,,1,,,,CHN,0INDE,Officielle,,,,BE,,,," 	 620925250R",ABSORBEUR INF BOUCLIER AV,PIE,Renault,0INDE,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0INDE,Officielle,CHN,,R--,,-,320,,,2Y,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,--A,BE,--A,BE,,1.551,Pesée pièce série,,,Plan et Num 3D obligatoires,2D0009629P,Renault,Plan,--A,2,
41,ACCESSOIRES EXT - BOUCLIERS - BAGUETTES,XHA,F10577---,Fonction,RESISTANCE AUX CHOCS SUR BOUCLIER AV,Renault,5,Projet,HHA PH2 RUSSIE,,,,1,,0RDBA,,2,Valide," 	 ",26/10/2018,F10577/AG,,,ABSORBEUR INF DE BOUCLIER AV,8708.1,,Fournisseur,,,,,,,1,,,,ORU,0RDBA,Officielle,,,,BE,,,," 	 620924918R",ABSORBEUR INF BOUCLIER AV,PIE,Renault,0M000,,Renault," 	 "," PCE Pièce, Unité",,,,EXT,0M000,Officielle,ORU,,RQ-,,-,,,EUROSTYLE SYSTEMS KLIN,XK,,Oui,,,Design - Montée en Gamme - Teintes,Nouvelle famille véhicule (hors Standardisation),,,,---,BE,---,BE,,1.61,Calculée,,,Plan et Num 3D obligatoires,620924918R,Renault,Plan,---,3,Non partagé
