Tipo de demarche;Department;Function Group ;PartReference;Part Designation;Piloted ANPQP;Supplier Name;Pays;Site;PFE / File Manager;Purchasing;SSD;SSD Project Proximite;Origin (IL, PLDA, CO);Type piece (POE, POI);Razones PSW de origen ND;Fecha prevista PSW origen;Las piezas para ABPT1 son IOD? (Si-no);Las piezas para ABPT1 son representativas para PSW? ;Las piezas que llegan para ABPT1 tienen PSW? ;Cómo van a garantizar la llegada de piezas con PSW para ABPT2;Se tiene plan de cumplimiento de GSCR? ;TIPO
Full;DEA-SC;86;430005827R;ENSEMBLE TRAIN AR;Pilotada;GABRIEL;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;86;430003418R;TRAIN AR ASS;Piloto;GABRIEL;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;M. Prieto;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;87;544012299R;BERCEAU AV ASS;Pilotada;FANALCA;COLOMBIA;250620-00-MEDELLIN;Urrego Lina-Maria;0;A. Montoya;;IL;POE;;;;;;;;DL
Full;DEA-SC;87;544015907R;BERCEAU AV ASS;Piloto;FANALCA;COLOMBIA;250620-00-MEDELLIN;Urrego Lina-Maria;0;A. Montoya;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;402000595R;ELEMENT TOURNANT AV D EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;402003127R;ELEMENT TOURNANT AV D EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;402007128R;ELEMENT TOURNANT AV D EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;402008498R;ELEMENT TOURNANT AV D EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;400150662R;ELEMENT TOURNANT AV G EQP;Piloto;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;M. Prieto;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;400156463R;ELEMENT TOURNANT AV G EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;400158713R;ELEMENT TOURNANT AV G EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SC;88;400159192R;ELEMENT TOURNANT AV G EQP;Pilotada;Gabriel;COLOMBIA;250635-00-BOGOTA;Urrego Lina-Maria;0;M. Pineda;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;240116372R;CABLAGE MOTEUR;Piloto;YAZAKI;COLOMBIA;250640-00-CHIA;Ponnuswamy-Munuswamy Vignesh-Kumar z023653;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DE-VD;62;849041272R;TAPIS COFFRE;Piloto;CUPERZ;COLOMBIA;263932-00-BOGOTA;;0;M. Gonzalez;;IL;POE;;;;;;;;DL
Fase 4;DEA-PB;76;172023154R;RESERVOIR CARBURANT EQP;Piloto;FANALCA;COLOMBIA;250620-00-MEDELLIN;Maria Camila Rojas;0;A. Montoya;;IL;POE;;;;;;;;DL
Fase 4;DEA-SC;84;403004652R;ROUE ASS;Piloto;ENSAMBLES ZF;COLOMBIA;280095-00-RIONEGRO;Maria Camila Rojas;0;E. Montoya;;IL;POE;;;;;;;;DL
Fase 4;DEA-SC;84;403006593R;ROUE ASS;Pilotada;ENSAMBLES ZF;COLOMBIA;280095-00-RIONEGRO;Maria Camila Rojas;0;E. Montoya;;IL;POE;;;;;;;;DL
Fase 4;DEA-SC;84;403003304R;ROUE ASS;Pilotada;ENSAMBLES ZF;COLOMBIA;280095-00-RIONEGRO;;0;;;IL;POE;;;;;;;;DL
Full;DEA-PE;73;924801538R;TUYAU SORTIE DETENDEUR;Piloto;FAACA;COLOMBIA;250609-00-MEDELLIN;;0;S. Calle;;IL;POE;;;;;;;;DL
Fase 4;DEA-PB;76;164467923R;CANALISATION ABSORBEUR VAPEUR CRBT;Pilotada;BUNDY;COLOMBIA;250594-00-BOGOTA;;0;J. Laverde;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240360506R;CABLAGE ADDITIONNEL RADIO;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241636245S;CABLAGE AR;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241630401S;CABLAGE AR;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240150718R;CABLAGE BOUCLIER AR;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240153511R;CABLAGE BOUCLIER AR;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240707068R;CABLAGE BOUCLIER AV;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240111246R;CABLAGE MOTEUR;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240116889R;CABLAGE MOTEUR;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241609677R;CABLAGE PLAFONNIER;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240181990S;CABLAGE PLANCHE BORD;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240189752S;CABLAGE PLANCHE BORD;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241265088R;CABLAGE PORTE AR;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241268798R;CABLAGE PORTE AR;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241249055R;CABLAGE PORTE AV;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241244738R;CABLAGE PORTE AV;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241245525R;CABLAGE PORTE AV;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241246912R;CABLAGE PORTE AV;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;241247403R;CABLAGE PORTE AV;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240185359S;CABLAGE VIDE-POCHE;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240186742S;CABLAGE VIDE-POCHE;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240188187S;CABLAGE VIDE-POCHE;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240800118R;CABLE MASSE;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240805976R;CABLE MASSE;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240809275R;CABLE MASSE BATTERIE;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240807904R;CABLE MASSE GMP CAISSE;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DEA-SI;91;240804958R;CABLE MASSE;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Fase 4;DE-VB;43;289101452R;RESERVOIR LAVE PARE-BRISE EQP;;BIG LTDA;COLOMBIA;250593-00-ITAGUI;;0;M. Gonzalez;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;240182568V;CABLAGE PLANCHE BORD;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;240156639R;CABLAGE BOUCLIER AR;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;240182337V;CABLAGE PLANCHE BORD;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DE-VB;12;641634983R;SUPPORT SUR CAISSE BATTERIE PARTIE INF;Piloto;INDUSTRIAS METALICAS J B;COLOMBIA;250622-01-BOGOTA;;0;;;IL;POE;;;;;;;;DL
Full;DE-VB;12;648604839R;SUPPORT SUR CAISSE BAC BATTERIE ASS;Piloto;INDUSTRIAS METALICAS J B;COLOMBIA;250622-01-BOGOTA;;0;;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;240181332V;CABLAGE PLANCHE BORD;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;240183031V;CABLAGE PLANCHE BORD;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;240182558V;CABLAGE PLANCHE BORD;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;241609977R;CABLAGE PLAFONNIER;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;241639663S;CABLAGE AR;Pilotada;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;240187243V;CABLAGE AR;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DEA-SI;91;241634563S;CABLAGE AR;;YAZAKI;COLOMBIA;250640-00-CHIA;;0;B. Couture;;IL;POE;;;;;;;;DL
Full;DE-VD;41;8200798475;CACHE CAPTEUR ABS;;MATROMOL;COLOMBIA;250614-00-BOGOTA;;0;;;IL;POE;;;;;;;;DL
Full;DE-VD;62;794200942R;TABLETTE CTL AR;Piloto;TRIMCO S A;COLOMBIA;250616-00-BOGOTA;;0;;;IL;POE;;;;;;;;DL
Full;DEA-SC;74;308512244R;CONDUITE HYD EMBRAYAGE H/P;Piloto;RAICAM DRIVELINE SRL;ITALY;416190-00-MONDOVI;Ana Maria MORENO;0;A. Montoya;Sylvain Maurel ;PLDA;POE;;;;;;;;PLDA
Full;DEA-SC;84;403123202R;PNEUMATIQUE 215/60 R 17 96 H;Piloto;CONTINENTAL TIRE ANDINA S.A;ECUADOR;283629-00-QUITO;Maria Camila Rojas;Ana Maria Hernandez;E. Montoya;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;42;256103900R;AVERTISSEUR SONORE TROMPE GRAVE;Piloto;FIAMM SOGEFI BUZINAS LTDA;BRAZIL;620590-00;;0;M. Pineda;Victor Sumnienski;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;878543969R;DEVIATEUR BOUCLE CTRE SCR D 1ERE RNG;Pilotada;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Ortega Jose-Julian ax19468;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;878555049R;DEVIATEUR BOUCLE CTRE SCR G 1ERE RNG;Piloto;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Ortega Jose-Julian ax19468;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;875422882R;ENTRETOISE FIX SIEGE;Pilotada;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Saldarriaga Luis-Felipe ax20238;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;64;8201733550;ENSEMBLE SUPPORT POIGNEE HAUT DOSSIER G;Piloto;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Saldarriaga Luis-Felipe ax20238;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;64;8201733594;ANNEAU PLASTIQUE;Piloto;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Saldarriaga Luis-Felipe ax20238;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;64;8201733595;ANNEAU FIX SIEGE 2EME RNG;Pilotada;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Saldarriaga Luis-Felipe ax20238;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;64;8201733553;BUTEE HAUT DE DOSSIER;Piloto;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Saldarriaga Luis-Felipe ax20238;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;64;8201733551;PATTE CENTRALE INTERFACE PLANCHER;Piloto;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Saldarriaga Luis-Felipe ax20238;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;64;745L49124R;AXE ARTICULATION SIEGE 2EME RNG;Piloto;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Saldarriaga Luis-Felipe ax20238;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;65;8201733549;ENSEMBLE SUPPORT POIGNEE HAUT DOSSIER D;Pilotada;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Saldarriaga Luis-Felipe ax20238;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;66;8201733547;PONTET CENTRAL DOSSIER 40%;Piloto;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Saldarriaga Luis-Felipe ax20238;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;67;8201733548;PONTET CENTRAL DOSSIER 60%;Pilotada;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Saldarriaga Luis-Felipe ax20238;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;68;870698365R;CABLAGE SIEGE 1ERE RNG;Pilotada;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;69;873332279R;NAPPE DETECTION PASSAGER;Pilotada;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DEA-PB;76;172026454R;RESERVOIR CARBURANT EQP;Piloto;INERGY;ROMANIA;611994-00-PITESTI;;0;A. Montoya;DINCA Valerica-Adriana;PLDA;POE;;;;;;;;PLDA
Fase 4;DEA-PB;76;172217545R;PIPE REMPLISSAGE EQP;Piloto;INERGY;ROMANIA;611994-00-PITESTI;Maria Camila Rojas;0;A. Montoya;DINCA Valerica-Adriana;PLDA;POE;;;;;;;;PLDA
Fase 4;DEA-PB;76;172025249R;MODULE JAUGE POMPE;Pilotada;TI AUTOMOTIVE FUEL SYSTEMS S;ROMANIA;241147-02-CHALONS EN CHAMPAGNE;;0;A. Montoya;;PLDA;POE;;;;;;;;PLDA
Fase 4;DEA-PB;76;172027736R;MODULE JAUGE POMPE;Pilotada;TI AUTOMOTIVE FUEL SYSTEMS S;ROMANIA;241147-02-CHALONS EN CHAMPAGNE;;0;A. Montoya;;PLDA;POE;;;;;;;;PLDA
Fase 4;DEA-PB;76;172025115R;MODULE JAUGE POMPE;Piloto;TI AUTOMOTIVE FUEL SYSTEMS S;ROMANIA;241147-02-CHALONS EN CHAMPAGNE;Maria Camila Rojas;0;A. Montoya;Céline Gontier Alexandre;PLDA;POE;;;;;;;;PLDA
Full;DE-VD;41;638758276R;ENJOLIVEUR AILE AV G ASS;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;Reis Paulo;Christian FERREIRA;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Full;DE-VD;41;638745762R;ENJOLIVEUR AILE AV D ASS;Piloto;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;Reis Paulo;Christian FERREIRA;J. Gomez;Maykon DELANEZA;PLDA;POE;;;;;;;;PLDA
Full;DEA-SC;72;112215458R;TAMPON ELASTIQUE AV G;Piloto;SUMIRIKO POLAND SP.Z O O;POLAND;254269-00-WOLBROM-POLOGNE;;Jaubert Francois a195853;M. Pineda;Mayara DE-LIMA;PLDA;POE;;S1941;;;;;;PLDA
Full;DEA-SI;91;240119136R;CABLAGE MOTEUR;;YAZAKI;PARAGUAY;0292218-00-MARIANO ROQUE ALONSO;;0;B. Couture;TBD a validar con D. Saldarriaga;PLDA;POE;;;;;;;;PLDA
Fase 4;DEA-PE;61;868684474R;PONTET FIX CEINTURE;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DEA-PE;61;868687570R;PONTET FIX CEINTURE;Pilotada;MARTUR;ROMANIA;286023-03;Juan D Cock;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;873014215R;ARMATURE COUSSIN AV D;Pilotada;MARTUR;ROMANIA;286023-03;Juan D Cock;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;873516350R;ARMATURE COUSSIN AV G;Piloto;MARTUR;ROMANIA;286023-03;Juan D Cock;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;876019945R;ARMT DOSSIER AV D;Pilotada;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;876513395R;ARMT DOSSIER AV G;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;870698052R;CABLAGE SIEGE CONDUCTEUR;Piloto;MARTUR;ROMANIA;286023-03;Hurtado Maria-Camila;Ortega Jose-Julian ax19468;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;875421247R;ENTRETOISE FIX SIEGE;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;873702189R;HOUSSE SIEGE AV;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;873352381R;NAPPE ASSISE SIEGE 1ERE RNG;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;876359029R;NAPPE DOSSIER SIEGE 1ERE RNG;Pilotada;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;874110995R;PALONNIER SIEGE AV D;Pilotada;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;874116662R;PALONNIER SIEGE AV G;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;883460567R;POIGNEE ARTICULATION;Pilotada;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;883463016R;POIGNEE ARTICULATION;Pilotada;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;884174545R;POIGNEE CDE ARTC DOSSIER D SJ 2EME RNG;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;884675058R;POIGNEE CDE ARTC DOSSIER G SJ 2EME RNG;Pilotada;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;873681002R;POIGNEE CDE REHAUSSE SIEGE G;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;875D44794R;RENFORT ARMATURE COUSSIN SIEGE AV G;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Full;DEA-SI;92;233001560R;DEMARREUR;Piloto;SEG AUTOMOTIVE INDIA PRIVATE;INDIA;408599-01-BANGALORE;Georman Eugen-Catalin;0;M. Pineda;Victor Sumnienski;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;870698191R;CABLAGE SIEGE CONDUCTEUR;Pilotada;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;8201727227;CARTER SIEGE AV D;Pilotada;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DEA-SM;95;2591A5195R;CALCULATEUR BOITIER TELEMATIQUE;Piloto;CONTINENTAL AUTOMOTIVE SYSTEMS, INC;MEXICO;403212-01-NOGALES;ZAHARIA Cristina;0;M. Pineda;Alvaro Cesar Benin;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;8201727228;OBTURATEUR CDE INCLINAISON SJ 1ERE RNG;Pilotada;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;8201727226;CARTER SIEGE AV G;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;8201727229;OBTURATEUR CDE REHAUSSE SIEGE 1ERE RNG;Pilotada;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;63;8201727221;DOUILLE APPUI-TETE;Piloto;MARTUR;ROMANIA;286023-03;;0;B. Couture;N/A;PLDA;POE;;;;;;;;PLDA
Fase 4;DEA-MM;M8;100019059R;MOT ASS H5H 452;;VALLADOLLID MOTORES;SPAIN;VALLADOLLID;;0;E. Montoya;;PLDA;POI;;S2008;;;;;;PLDA
Fase 4;DEA-MM;M8;100016023R;MOT ASS H5H 462;;VALLADOLLID MOTORES;SPAIN;VALLADOLLID;;0;E. Montoya;;PLDA;POI;;S2008;;;;;;PLDA
Full;DEA-MM;M2;144601932R;CONDUIT AIR SORTIE TURBOCOMPRESSEUR;Piloto;CONTITECH FLUID AUTOMOT.ROMA;ROMANIA;402535-00-CAREI-ROUMANIE;Albiero Andre;Melanie  HEURTAUX / Lidia ILIE;E. Montoya;??;PLDA;POE;;;;;;;;PLDA
Full;DEA-MM;M2;144606197R;CONDUIT AIR SORTIE ECHANGEUR EQP;Piloto;CIKAUTXO RO RUBBER AND PLAST;ROMANIA;401930-00-CAMPIA TURZII-ROUMANIE;;Elena Alexandra GHITA - AY33924;E. Montoya;Paulo Locatelli;PLDA;POE;;;;;;;;PLDA
Full;DEA-MM;M4;144989505R;TUYAU EAU SORTIE TURBOCOMPRESSEUR;Piloto;HBA HUTCHINSON BRASIL AUTOMO;BRAZIL;620605-00-EXTREMA;;João Vicente - LB00627;E. Montoya;Seko Sergio lb14383;PLDA;POE;;S1943;;;;;;PLDA
Full;DEA-MM;M2;165554519R;CONDUIT AIR AMONT FILTRE;Piloto;NOVARES DO BRASIL IND. AUTOM;BRAZIL;119742-00-PIRITUBA SP-BRESIL;;Karine SUZUKI NA03129;E. Montoya;Alexandre Bilecki;PLDA;POE;;S1942;;;;;;PLDA
Full;DEA-MM;M4;213073374R;TUYAU EAU ENTREE ECHANGEUR EAU HUILE;Piloto;HBA HUTCHINSON BRASIL AUTOMO;BRAZIL;620605-00-EXTREMA;;João Vicente - LB00627;E. Montoya;Seko Sergio lb14383;PLDA;POE;;S1943;;;;;;PLDA
Full;DEA-MM;M4;213083594R;TUYAU EAU SORTIE ECHANGEUR EAU HUILE;Piloto;HBA HUTCHINSON BRASIL AUTOMO;BRAZIL;620605-00-EXTREMA;;Laura Dorina IONESCU - AY29087;E. Montoya;Seko Sergio lb14383;PLDA;POE;;S1943;;;;;;PLDA
Full;DEA-MM;M2;223200867R;TUYAU DPRS POMPE VIDE - ELECTROVANNE;Piloto;HBA HUTCHINSON BRASIL AUTOMO;BRAZIL;620605-00-EXTREMA;;João Vicente - LB00627;E. Montoya;Seko Sergio lb14383;PLDA;POE;;S1943;;;;;;PLDA
Full;DEA-MM;M5;118294850R;TUYAUTERIE VAPEUR HUILE SORTIE DECANTEUR;Piloto;NOBEL AUTOMOTIVE ROMANIA SRL;ROMANIA;265515-01-CAMPULUNG MUSCEL;;Laura Ionescu AY29087;E. Montoya;Paulo Locatelli;PLDA;POE;;S1946;;;;;;PLDA
Fase 4;DE-VD;62;806708865R;POIGNEE INT PORTE AV D;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;806716274R;POIGNEE INT PORTE AV G;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;809082461R;MEDAILLON GARNITURE PANNEAU PORTE AV D;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
Fase 4;DE-VD;62;809083144R;MEDAILLON GARNITURE PANNEAU PORTE AV D;Pilotada;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;0;J. Gomez;;PLDA;POE;;;;;;;;PLDA
