Tipo de demarche;Department;Function Group ;PartReference;Part Designation;Piloted ANPQP;Supplier Name;Pays;Site;PFE / File Manager;Purchasing;SSD;SSD Project Proximite;Origin (IL, PLDA, CO);Type piece (POE, POI);Razones PSW de origen ND;Fecha prevista PSW origen;Las piezas para ABPT1 son IOD? (Si-no);Las piezas para ABPT1 son representativas para PSW? ;Las piezas que llegan para ABPT1 tienen PSW? ;Cómo van a garantizar la llegada de piezas con PSW para ABPT2;Se tiene plan de cumplimiento de GSCR? ;TIPO
CO;DE-VD;41;628119487R;GUIDE AIR SUP G BOUCLIER AV;;BELLS;BRAZIL;271460-00-COLOMBO;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;732621744R;ARCEAU AR PAVILLON;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;791100230R;DOUBLURE JUPE PARTIE SUP;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;781400261R;DOUBLURE SUPPORT FEU AR D;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;781412384R;DOUBLURE SUPPORT FEU AR G;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;641961808R;RENFORT DOUBLURE PIED AV D;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;641972741R;RENFORT DOUBLURE PIED AV G;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;765302792R;RENFORT PIED MILIEU D;;GESTAMP PARANA S.A;BRAZIL;620596-00-SAO JOSE DOS PINHAIS;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1940;;;;;;COCA
CO;DE-VB;11;625044151R;STRUCTURE FACE AV ASS;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;766F58106R;RENFORT AR INF CUSTODE G;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Manoela Reis;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;781213935R;BOITIER PIPE CARBURANT;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;625189279R;ELEMENT LAT TRV FACE AV SUP D;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;625191617R;ELEMENT LAT TRV FACE AV SUP G;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;852480062R;JUPE AR;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;766361764R;RENFORT AR INF CUSTODE D;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;791407225R;RENFORT JUPE AR;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;776507388R;RENFORT SUP AR COTE CAISSE D;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;732567222R;TRAVERSE CTL PAVILLON;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;764124757R;ELEMENT FRMT COTE CAISSE D;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;764131108R;ELEMENT FRMT COTE CAISSE G;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;763568061R;GOUTTIERE LAT AR D;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;11;763571615R;GOUTTIERE LAT AR G;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;12;751348867R;ELEMENT FRMT AV LONGERON AV D;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;12;751351590R;ELEMENT FRMT AV LONGERON AV G;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;12;751747057R;LONGERON CTL SOUS PLANCHER;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;12;762A20650R;PARTIE AR DOUBLURE PIED AV D;;GESTAMP PARANA S.A;BRAZIL;620596-00-SAO JOSE DOS PINHAIS;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1942;;;;;;COCA
CO;DE-VB;12;762A39333R;PARTIE AR DOUBLURE PIED AV G;;GESTAMP PARANA S.A;BRAZIL;620596-00-SAO JOSE DOS PINHAIS;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1942;;;;;;COCA
CO;DE-VB;12;641005753R;REHAUSSE COUPELLE AMORTISSEUR AV D;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;12;641017615R;REHAUSSE COUPELLE AMORTISSEUR AV G;;GESTAMP PARANA S.A;BRAZIL;276491-00-TAUBATE;;Patricia MEDEIROS - LB00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;12;745325740R;FERMETURE LAT D SOUBASSEMENT AR;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;12;745338473R;FERMETURE LAT G SOUBASSEMENT AR;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;12;762422122R;PARTIE AV DOUBLURE PIED AV D;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;12;663606500R;RENFORT TABLIER D;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;12;673395980R;RENFORT TABLIER G;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;13;656156707R;RENFORT GACHE CAPOT AV ASS;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Manoela Reis;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;13;843408889R;RENFORT SERRURE PORTE COFFRE ASS;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Manoela Reis;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;13;788305679R;TRAPPE ENERGIE P-ASS;;SC MPO PRODIVERS REZISTENT S;ROMANIA;264044-00-PISCANI;;DUMITRU Ionut ;;;COCA;POE;Desarrollo Terminado;S1927;;;;;;COCA
CO;DE-VB;13;821467359R;RENFORT CEINTURE PORTE AR D;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Medeiros Patricia lb00635 // Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;13;821474009R;RENFORT CEINTURE PORTE AR G;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Manoela Reis;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;13;901323145R;RENFORT D CAISSON PORTE COFFRE;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Manoela Reis;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VB;13;901336133R;RENFORT G CAISSON PORTE COFFRE;;TOWER AUTOMOTIVE;BRAZIL;620694-00 - U2C9-TOWER AUTOMOTIVE DO BRASIL SA.;;Manoela Reis;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DEA-PB;31;656204154R;COMMANDE OVRT CAPOT;;NOBEL AUTOMOTIVE MEXICO S DE;MEXICO;296645-00-MEXICO DF;;Oliveira Doris lb07287;;;COCA;POE;Desarrollo Terminado;S1931;;;;;;COCA
CO;DEA-PB;31;788224477R;CABLE COMMANDE OVRT TRAPPE CARBURANT;;NOBEL AUTOMOTIVE MEXICO S DE;MEXICO;296645-00-MEXICO DF;;Rodrigues Bruna lb13172 // Oliveira Doris lb07287;;;COCA;POE;Desarrollo Terminado;S1931;;;;;;COCA
CO;DEA-PB;31;806015129R;COLLECTION VERROU;Pilotada COCA;U-SHIN;BRAZIL;286139-00-GUARULHOS;;Rodrigues Bruna lb13172;;;COCA;POE;Sin Demarche de origen - Sin informacion;;;;;;;COCA
CO;DEA-PB;31;806016966R;COLLECTION VERROU;Piloto COCA;U-SHIN;BRAZIL;286139-00-GUARULHOS;;Rodrigues Bruna lb13172;;;COCA;POE;Desarrollo Terminado;S1934;;;;;;COCA
CO;DE-VB;32;828642865R;FEUILLE ETANCHEITE PORTE AR;Pilotada COCA;ADHEX TECH DO BRASIL COM AD;BRAZIL;269239-00-RIBEIRAO PIRES;;0;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;809038098R;FEUILLE ETANCHEITE PORTE AV;Piloto COCA;ADHEX TECH DO BRASIL COM AD;BRAZIL;269239-00-RIBEIRAO PIRES;;0;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;823305911R;COULISSE VITRE AR D;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;823319715R;COULISSE VITRE AR G;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;803303108R;COULISSE VITRE AV D;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;803319837R;COULISSE VITRE AV G;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;768617082R;JOINT DOUBLE ETANCHEITE G;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;828206028R;LECHEUR EXT VITRE AR D;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;828211587R;LECHEUR EXT VITRE AR G;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;808208520R;LECHEUR EXT VITRE AV D;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;808219363R;LECHEUR EXT VITRE AV G;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;823316157R;LECHEUR INT PORTE AR G;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;803308368R;LECHEUR INT PORTE AV D;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;803310370R;LECHEUR INT PORTE AV G;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;823304189R;LECHEUR INT VITRE AR D;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;823887844R;JOINT ANTISALISSURE INF PORTE AR D;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;828359597R;JOINT ANTISALISSURE INF PORTE AR G;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;808308270R;JOINT ANTISALISSURE PORTE AV D;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;808319732R;JOINT ANTISALISSURE PORTE AV G;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;768609369R;JOINT DOUBLE ETANCHEITE D;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;769247554R;JOINT ENTREE PORTE AR G;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;808329651R;JOINT ENTREE PORTE AV;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;908305651R;JOINT PORTE COFFRE CAISSE;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;668306107R;JOINT TRAVERSE CHAUFFAGE;;HUTCHINSON;BRAZIL;251700-00-MONTE ALTO;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;827216888R;LEVE-VITRE AR G ANTIPINCEMENT;Pilotada COCA;KWANGJIN INDUSTRIA DE AUTO P;BRAZIL;417436-00-SUMARE-BRESIL;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;807204366R;LEVE-VITRE AV D ANTIPINCEMENT;Pilotada COCA;KWANGJIN INDUSTRIA DE AUTO P;BRAZIL;417436-00-SUMARE-BRESIL;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;807211707R;LEVE-VITRE AV G ANTIPINCEMENT;Piloto COCA;KWANGJIN INDUSTRIA DE AUTO P;BRAZIL;417436-00-SUMARE-BRESIL;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;32;827202370R;LEVE-VITRE AR D ANTIPINCEMENT;Pilotada COCA;KWANGJIN INDUSTRIA DE AUTO P;BRAZIL;417436-00-SUMARE-BRESIL;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VD;41;620927800R;ABSORBEUR D BOUCLIER AV;Piloto COCA;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;620936395R;ABSORBEUR G BOUCLIER AV;Pilotada COCA;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;768518016R;ELARGISSEUR BAVOLET AR G;Pilotada COCA;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;764368735R;ELARGISSEUR BAVOLET AV D;Piloto COCA;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;768511707R;ELARGISSEUR BAVOLET AV G;Pilotada COCA;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;768503371R;ELARGISSEUR BAVOLET D;Piloto COCA;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;769518723R;ENJOLIVEUR ELARGISSEUR BAVOLET D;Piloto COCA;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;769520359R;ENJOLIVEUR ELARGISSEUR BAVOLET G;Pilotada COCA;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;622545490R;GRILLE INF ENTREE AIR BOUCLIER AV;;METAPLAST SRL;ROMANIA;232359-02-TITU-ROUMANIE;;Madalin MEDINTU - BW60274;;;COCA;POE;Desarrollo Terminado;S1935;;;;;;COCA
CO;DE-VD;41;668110431R;GRILLE AUVENT;;BELLS;BRAZIL;271460-00-COLOMBO;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;850908990R;ABSORBEUR BOUCLIER AR;;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;638749879R;ENJOLIVEUR AILE AV D ASS;Piloto COCA;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;638754730R;ENJOLIVEUR AILE AV G ASS;Piloto COCA;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;261A20711R;ENJOLIVEUR PROJECTEUR BROUILLARD D;;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;261A24470R;ENJOLIVEUR PROJECTEUR BROUILLARD D;;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;261A30859R;ENJOLIVEUR PROJECTEUR BROUILLARD G;;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;261A36272R;ENJOLIVEUR PROJECTEUR BROUILLARD G;;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;623103138R;GRILLE CALANDRE;;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;638A89206R;SUPPORT ENJOLIVEUR AILE AV D;;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;638A97082R;SUPPORT ENJOLIVEUR AILE AV G;;SIMOLDES PLASTICOS DO BRASIL;BRAZIL;620679-00-SAO JOSE DOS PINHAIS;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1936;;;;;;COCA
CO;DE-VD;41;638407033R;ECRAN PASSAGE ROUE AV D;;BELLS;BRAZIL;271460-00-COLOMBO;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1951;;;;;;COCA
CO;DE-VD;41;638415599R;ECRAN PASSAGE ROUE AV G;;BELLS;BRAZIL;271460-00-COLOMBO;;Christian FERREIRA;;;COCA;POE;En desarrollo - Con Fecha;S1951;;;;;;COCA
CO;DE-VD;42;265504889R;FEU AR D;Piloto COCA;VARROC DO BRASIL INDUSTRIA E COMERC;BRAZIL;416597-00-SOROCABA;;Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VD;42;265551016R;FEU AR G;Pilotada COCA;VARROC DO BRASIL INDUSTRIA E COMERC;BRAZIL;416597-00-SOROCABA;;Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VD;42;260105138R;PROJECTEUR HALOGENE D;Piloto COCA;VARROC DO BRASIL INDUSTRIA E COMERC;BRAZIL;416597-00-SOROCABA;;Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VD;42;260606757R;PROJECTEUR HALOGENE G;;VARROC DO BRASIL INDUSTRIA E COMERC;BRAZIL;416597-00-SOROCABA;;Rodrigues Bruna lb13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;43;963295400R;CACHE CAPTEUR PLUIE;;MAGNA SLOVTECA SRO.;SLOVAKIA;251048-00-NOVE MESTO NAD VAHOM;;Mustapha AARIF - A068735;;;COCA;POE;Desarrollo Terminado;S1927;;;;;;COCA
CO;DE-VB;43;963D20275R;CACHE FIL RETROVISEUR INT;;MAGNA INTERNATIONAL INC;SLOVAKIA;251048-00-NOVE MESTO NAD VAHOM;;MUSTAPHA AARIF - A068735;;;COCA;POE;Desarrollo Terminado;S1933;;;;;;COCA
CO;DE-VB;43;833069488R;VITRE CUSTODE D;;PILKINGTON;BRAZIL;620656-00;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
CO;DE-VB;43;833078875R;VITRE CUSTODE G;;PILKINGTON;BRAZIL;620656-00;;Bruna RODRIGUES - LB13172;;;COCA;POE;En desarrollo - Con Fecha;S1937;;;;;;COCA
